Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,Below 1.5%,Slovakia,Very Friendly,"$4,688",Europe,12/1/2002,1.0%,,39252,,,18733,$35B,"$6,442",5.6%,$256,,0.009,40%,0.103,74,78,70,54%,1,0.185,0.7,0.115,5.4M,56.0%,$1B,$1B
Below Threshold,Below 1.5%,Slovenia,Very Friendly,"$9,376",Europe,12/1/2002,0.9%,,15420,,,6830,$23B,"$11,600",8.6%,"$1,000",,0.004,28%,0.132,76,80,72,84%,1,0.151,0.702,0.147,2.0M,50.8%,$1B,$1B
Below Threshold,Below 1.5%,Spain,Very Friendly,"$14,064",Europe,12/1/2002,1.0%,,314519,,,128757,$686B,"$16,557",7.3%,"$1,215",,0.005,20%,0.043,80,83,76,81%,1,0.145,0.686,0.169,41.4M,76.5%,$35B,$9B
Below Threshold,Below 1.5%,Sweden,Very Friendly,"$23,440",Europe,12/1/2002,1.1%,,57425,,,51784,$251B,"$28,123",9.2%,"$2,599",,0.003,71%,0.056,80,82,78,89%,1,0.181,0.647,0.172,8.9M,84.1%,$6B,$8B
Below Threshold,Below 1.5%,Switzerland,Very Friendly,"$37,504",Europe,12/1/2002,1.0%,,40718,,,25888,$287B,"$39,397",10.6%,"$4,190",,0.005,61%,0.039,81,83,78,79%,1,0.171,0.675,0.155,7.3M,73.4%,$9B,$7B
Below Threshold,1.5-3%,Turkey,Friendly,$0,Europe,12/1/2002,2.1%,,205678,,,74248,$233B,"$3,583",5.4%,$180,,0.03,11%,,72,75,68,36%,1,0.297,0.64,0.063,65.0M,66.0%,$12B,$2B
Below Threshold,Below 1.5%,Ukraine,Moderate,$0,Europe,12/1/2002,0.9%,,318684,,,135601,$42B,$879,6.3%,$55,,0.014,2%,0.253,69,74,63,8%,1,0.162,0.692,0.145,48.2M,67.3%,$1B,$1B
Below Threshold,Below 1.5%,United Kingdom,Very Friendly,"$23,440",Europe,12/1/2002,1.1%,,531939,,,218306,"$1,620B","$27,286",7.6%,"$2,065",,0.005,57%,0.04,79,81,76,83%,1,0.186,0.656,0.158,59.4M,79.0%,$28B,$51B
Below Threshold,1.5-3%,Bahrain,Very Friendly,"$9,376",Middle East,12/1/2002,2.0%,,15698,,,6433,$10B,"$13,149",3.9%,$510,,0.01,18%,0.084,75,76,74,53%,1,0.301,0.675,0.024,0.7M,88.4%,$1B,$1B
Below Threshold,1.5-3%,Iran,Low,$0,Middle East,12/1/2002,1.8%,,402178,,,138011,$116B,"$1,713",5.1%,$102,,0.026,5%,,71,72,69,3%,1,0.308,0.647,0.045,67.7M,65.5%,$2B,$4B
Below Threshold,Above 3%,Iraq,Low,,Middle East,12/1/2002,3.5%,,87260,,,27981,,,1.4%,$9,,0.035,1%,,71,73,68,0%,1,0.424,0.541,0.035,25.2M,68.6%,$0B,$0B
Below Threshold,1.5-3%,Israel,Very Friendly,"$14,064",Middle East,12/1/2002,2.1%,,63146,,,18809,$113B,"$17,199",7.8%,"$1,334",,0.005,18%,0.099,80,82,78,101%,1,0.28,0.62,0.1,6.6M,91.3%,$2B,$3B
Below Threshold,Above 3%,Jordan,Moderate,$0,Middle East,12/1/2002,3.1%,,16887,,,5060,$10B,"$1,902",9.7%,$189,,0.022,6%,0.102,73,74,71,25%,1,0.39,0.579,0.031,5.0M,80.4%,$1B,$1B
Below Threshold,1.5-3%,Kuwait,Moderate,"$14,064",Middle East,12/1/2002,2.2%,,52753,,,20639,$38B,"$18,620",3.6%,$661,,0.011,10%,0.065,74,74,73,60%,1,0.256,0.71,0.034,2.0M,98.1%,$0B,$3B
Below Threshold,1.5-3%,Lebanon,Moderate,"$4,688",Middle East,12/1/2002,1.7%,,16039,,,5220,$19B,"$5,448",10.0%,$546,,0.015,7%,0.166,76,77,74,22%,1,0.284,0.643,0.072,3.5M,86.2%,$4B,$3B
Below Threshold,1.5-3%,Oman,Very Friendly,"$4,688",Middle East,12/1/2002,2.3%,,25471,,,8818,$20B,"$8,685",3.2%,$278,,0.013,7%,0.085,73,75,71,20%,1,0.366,0.609,0.024,2.3M,71.5%,$1B,$1B
Below Threshold,1.5-3%,Qatar,Very Friendly,"$28,128",Middle East,12/1/2002,1.8%,,28482,,,13711,$19B,"$30,749",2.7%,$833,,0.01,10%,,77,78,76,42%,1,0.268,0.716,0.016,0.6M,96.7%,$0B,$0B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$4,688",Middle East,12/1/2002,2.5%,,326407,,,116953,$189B,"$8,660",4.3%,$375,,0.018,6%,,73,75,71,23%,1,0.368,0.598,0.034,21.8M,80.3%,,$7B
Below Threshold,1.5-3%,Syria,Low,$0,Middle East,12/1/2002,2.9%,,39068,,,16735,$22B,"$1,270",4.9%,$57,,0.018,2%,0.09,74,76,72,2%,1,0.4,0.567,0.034,17.0M,52.7%,$1B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816",Middle East,12/1/2002,1.6%,,84704,,,40578,$110B,"$34,119",2.7%,$917,,0.009,28%,,75,76,74,75%,1,0.243,0.746,0.01,3.2M,81.1%,$1B,$4B
Below Threshold,Above 3%,Yemen,Not Clustered,$0,Middle East,12/1/2002,3.8%,,15764,,,5100,$11B,$576,4.2%,$27,,0.064,1%,0.177,61,62,60,3%,1,0.476,0.497,0.028,18.6M,27.3%,$0B,$0B
Below Threshold,Above 3%,American Samoa,Not Clustered,,Oceania,12/1/2002,,,,,,,,,,,,,,,,,,4%,1,,,,0.1M,88.4%,,
Below Threshold,Below 1.5%,Australia,Very Friendly,"$18,752",Oceania,12/1/2002,1.3%,,341002,,,109461,$394B,"$20,049",8.4%,"$1,847",,0.005,,0.082,80,83,77,64%,1,0.204,0.67,0.126,19.7M,87.5%,$14B,$8B
Below Threshold,1.5-3%,Fiji,Friendly,$0,Oceania,12/1/2002,2.4%,,836,,,,$2B,"$2,258",3.5%,$79,,0.02,6%,0.081,68,71,65,11%,1,0.334,0.629,0.037,0.8M,48.7%,$0B,$0B
Below Threshold,1.5-3%,French Polynesia,Not Clustered,,Oceania,12/1/2002,1.9%,,737,,,,,,,,,,8%,,73,76,70,21%,1,0.303,0.652,0.045,0.2M,55.9%,$0B,$0B
Below Threshold,1.5-3%,Guam,Not Clustered,,Oceania,12/1/2002,2.1%,,,,,,,,,,,,31%,,76,78,73,45%,1,0.302,0.641,0.058,0.2M,93.3%,,
Below Threshold,1.5-3%,Kiribati,Moderate,$0,Oceania,12/1/2002,2.7%,,40,,,,$0B,$842,8.8%,$76,,0.052,3%,,66,68,63,1%,1,0.389,0.576,0.035,0.1M,43.5%,,
Above Threshold,Above 3%,Marshall Islands,Moderate,$0,Oceania,12/1/2002,,,84,,,,$0B,"$2,391",18.2%,$418,,0.033,2%,,,,,1%,1,,,,0.1M,69.0%,$0B,$0B
Below Threshold,1.5-3%,"Micronesia, Fed. Sts.",Low,$0,Oceania,12/1/2002,2.8%,,147,,,,$0B,"$2,258",7.9%,$178,,0.04,6%,0.153,68,68,67,0%,1,0.395,0.566,0.039,0.1M,22.3%,$0B,$0B
Below Threshold,1.5-3%,New Caledonia,Not Clustered,,Oceania,12/1/2002,1.9%,,2428,,,,,,,,,,22%,,75,79,71,37%,1,0.281,0.657,0.062,0.2M,62.6%,$0B,$0B
Below Threshold,Below 1.5%,New Zealand,Very Friendly,"$14,064",Oceania,12/1/2002,1.4%,,33201,,,17119,$66B,"$16,721",8.0%,"$1,244",,0.006,59%,0.072,79,81,77,62%,1,0.223,0.659,0.118,3.9M,85.9%,$3B,$1B
Below Threshold,Above 3%,Papua New Guinea,Moderate,$0,Oceania,12/1/2002,3.4%,,3513,,,,$3B,$530,4.6%,$24,,0.057,1%,0.139,60,62,57,0%,1,0.402,0.573,0.025,5.7M,13.2%,$0B,$0B
Below Threshold,Above 3%,Samoa,Friendly,$0,Oceania,12/1/2002,3.0%,,143,,,,$0B,"$1,454",5.5%,$83,,0.018,2%,0.114,70,73,67,2%,1,0.404,0.55,0.046,0.2M,21.9%,$0B,
Below Threshold,Above 3%,Solomon Islands,Friendly,$0,Oceania,12/1/2002,3.5%,,172,,,,$0B,$786,6.1%,$48,,0.029,1%,0.146,65,66,63,0%,1,0.416,0.555,0.029,0.4M,16.6%,$0B,$0B
Below Threshold,1.5-3%,Tonga,Friendly,$0,Oceania,12/1/2002,2.9%,,147,,,,$0B,"$1,835",5.0%,$92,,0.015,3%,0.114,71,73,69,3%,1,0.382,0.559,0.059,0.1M,23.1%,$0B,$0B
Below Threshold,Above 3%,Vanuatu,Friendly,$0,Oceania,12/1/2002,3.1%,,84,,,,$0B,"$1,354",3.8%,$52,,0.019,4%,0.074,69,70,67,3%,1,0.408,0.56,0.033,0.2M,22.2%,$0B,$0B
Below Threshold,1.5-3%,Antigua and Barbuda,Friendly,"$9,376",The Americas,12/1/2002,2.0%,,363,,,,$1B,"$10,078",4.3%,$433,,0.012,13%,0.114,74,76,71,48%,1,0.29,0.64,0.07,0.1M,31.1%,$0B,$0B
Below Threshold,1.5-3%,Argentina,Moderate,$0,The Americas,12/1/2002,1.8%,,123266,,,55386,$124B,"$3,295",8.3%,$225,,0.017,11%,0.517,75,78,71,18%,1,0.273,0.626,0.101,37.6M,89.5%,$2B,$3B
Below Threshold,Below 1.5%,Aruba,Not Clustered,"$18,752",The Americas,12/1/2002,1.3%,,2255,,,,$2B,"$20,434",,,,,19%,0.131,74,76,71,65%,1,0.225,0.695,0.079,0.1M,46.0%,$1B,$0B
Below Threshold,1.5-3%,"Bahamas, The",Friendly,"$18,752",The Americas,12/1/2002,1.6%,,1577,,,,$7B,"$22,515",5.3%,"$1,183",,0.013,18%,0.06,73,76,70,39%,1,0.279,0.664,0.057,0.3M,82.1%,$2B,$0B
Below Threshold,Below 1.5%,Barbados,Friendly,"$9,376",The Americas,12/1/2002,1.3%,,1228,,,,$3B,"$11,756",7.4%,$677,,0.015,28%,0.085,74,76,71,36%,1,0.214,0.672,0.114,0.3M,33.5%,$1B,$0B
Below Threshold,1.5-3%,Belize,Moderate,$0,The Americas,12/1/2002,2.8%,,359,,,,$1B,"$3,705",4.4%,$162,,0.02,6%,0.148,72,75,68,21%,1,0.393,0.565,0.042,0.3M,47.1%,$0B,$0B
Below Threshold,Below 1.5%,Bermuda,Not Clustered,"$60,944",The Americas,12/1/2002,1.3%,,524,,,,$4B,"$62,583",,,,,52%,,79,81,76,47%,1,,,,0.1M,100.0%,$0B,$0B
Below Threshold,Above 3%,Bolivia,Low,$0,The Americas,12/1/2002,3.0%,,9567,,,3527,$8B,$894,6.5%,$58,,0.052,3%,0.206,64,66,62,12%,1,0.393,0.564,0.043,8.8M,62.8%,$0B,$0B
Below Threshold,1.5-3%,Brazil,Moderate,$0,The Americas,12/1/2002,2.0%,,332267,,,195759,$504B,"$2,809",7.2%,$203,,0.025,9%,0.629,71,75,67,19%,1,0.287,0.655,0.057,179.4M,81.9%,$2B,$3B
Below Threshold,Below 1.5%,Canada,Very Friendly,"$23,440",The Americas,12/1/2002,1.1%,,519163,,,248220,$753B,"$24,010",9.6%,"$2,254",,0.005,62%,0.042,80,82,77,38%,1,0.186,0.687,0.128,31.4M,79.9%,$13B,$14B
Below Threshold,Above 3%,Cayman Islands,Not Clustered,,The Americas,12/1/2002,,,469,,,,,,,,,,,,,,,43%,1,,,,0.0M,100.0%,$1B,
Below Threshold,1.5-3%,Chile,Very Friendly,$0,The Americas,12/1/2002,1.6%,,55361,,,25568,$71B,"$4,487",7.5%,$331,,0.008,22%,0.078,78,81,75,40%,1,0.267,0.658,0.075,15.8M,86.6%,$1B,$1B
Below Threshold,1.5-3%,Colombia,Very Friendly,$0,The Americas,12/1/2002,2.2%,,55661,,,25205,$98B,"$2,376",5.7%,$135,,0.02,5%,0.163,72,75,68,11%,1,0.32,0.631,0.049,41.2M,72.7%,$1B,$1B
Below Threshold,1.5-3%,Costa Rica,Moderate,$0,The Americas,12/1/2002,1.9%,,6326,,,3073,$17B,"$4,115",8.0%,$332,,0.01,20%,0.264,78,80,76,12%,1,0.3,0.644,0.056,4.1M,61.8%,$1B,$0B
Below Threshold,Below 1.5%,Cuba,Not Clustered,$0,The Americas,12/1/2002,1.2%,,26091,,,11729,$34B,"$2,996",6.5%,$195,,0.006,4%,,77,79,75,0%,1,0.209,0.689,0.103,11.2M,75.8%,$2B,
Below Threshold,Above 3%,Curacao,Not Clustered,,The Americas,12/1/2002,,,,,,,,,,,,,,,,,,,1,0.234,0.656,0.11,0.1M,90.9%,$0B,$0B
Below Threshold,1.5-3%,Dominica,Friendly,$0,The Americas,12/1/2002,1.5%,,103,,,,$0B,"$4,684",5.1%,$237,,0.013,18%,0.11,77,79,75,17%,1,,,,0.1M,65.7%,$0B,$0B
Below Threshold,1.5-3%,Dominican Republic,Moderate,$0,The Americas,12/1/2002,2.4%,,21500,,,7476,$27B,"$2,974",6.3%,$176,,0.032,7%,0.261,71,74,68,19%,1,0.342,0.604,0.054,8.9M,63.4%,$3B,$0B
Below Threshold,1.5-3%,Ecuador,Moderate,$0,The Americas,12/1/2002,2.5%,,24690,,,9177,$29B,"$2,191",4.8%,$105,,0.026,4%,0.158,74,77,71,12%,1,0.338,0.609,0.053,13.0M,61.1%,$0B,$1B
Below Threshold,1.5-3%,El Salvador,Moderate,$0,The Americas,12/1/2002,2.3%,,6040,,,4232,$14B,"$2,381",7.7%,$184,,0.024,2%,,70,75,65,15%,1,0.374,0.568,0.058,6.0M,60.0%,$1B,$0B
Below Threshold,1.5-3%,Greenland,Not Clustered,"$18,752",The Americas,12/1/2002,1.7%,,539,,,,$1B,"$20,653",,,,,44%,,68,71,65,35%,1,,,,0.1M,82.1%,,
Below Threshold,1.5-3%,Grenada,Moderate,"$4,688",The Americas,12/1/2002,1.9%,,205,,,,$1B,"$5,332",6.6%,$353,,0.013,15%,0.113,71,73,68,7%,1,0.33,0.592,0.077,0.1M,36.1%,$0B,$0B
Below Threshold,Above 3%,Guatemala,Friendly,$0,The Americas,12/1/2002,3.6%,,11096,,,7248,$21B,"$1,766",6.2%,$110,,0.037,3%,0.169,69,72,65,13%,1,0.438,0.521,0.042,11.8M,45.9%,$1B,$0B
Below Threshold,1.5-3%,Guyana,Moderate,$0,The Americas,12/1/2002,2.2%,,1580,,,,$1B,$962,5.8%,$56,,0.037,,0.163,64,67,60,11%,1,0.358,0.6,0.042,0.8M,28.5%,$0B,$0B
Below Threshold,Above 3%,Haiti,Low,$0,The Americas,12/1/2002,3.0%,,1826,,,2309,$3B,$363,5.5%,$20,,0.071,1%,0.342,58,60,56,2%,1,0.394,0.566,0.04,8.9M,38.9%,$0B,$0B
Below Threshold,Above 3%,Honduras,Moderate,$0,The Americas,12/1/2002,3.0%,,6091,,,3380,$8B,"$1,197",7.3%,$88,,0.029,3%,0.227,71,73,69,5%,1,0.414,0.545,0.04,6.5M,46.6%,$0B,$0B
Below Threshold,1.5-3%,Jamaica,Friendly,$0,The Americas,12/1/2002,1.8%,,10301,,,3586,$10B,"$3,716",4.9%,$180,,0.019,6%,0.185,71,74,68,47%,1,0.321,0.604,0.076,2.6M,52.3%,$1B,$0B
Below Threshold,1.5-3%,Mexico,Very Friendly,"$4,688",The Americas,12/1/2002,2.3%,,391251,,,150843,$742B,"$6,953",5.6%,$396,,0.019,12%,0.082,75,77,72,24%,1,0.334,0.615,0.051,106.7M,75.4%,$10B,$7B
Below Threshold,1.5-3%,Nicaragua,Moderate,$0,The Americas,12/1/2002,2.7%,,4037,,,2636,$5B,$995,5.7%,$57,,0.03,2%,0.183,71,74,68,5%,1,0.397,0.565,0.039,5.2M,55.2%,$0B,$0B
Below Threshold,1.5-3%,Panama,Friendly,$0,The Americas,12/1/2002,2.3%,,5871,,,2625,$12B,"$3,861",8.0%,$310,,0.021,9%,0.106,76,78,73,17%,1,0.316,0.627,0.057,3.2M,62.8%,$1B,$0B
Below Threshold,1.5-3%,Paraguay,Moderate,$0,The Americas,12/1/2002,2.7%,,3898,,,3885,$6B,"$1,135",7.0%,$79,,0.026,2%,0.387,71,73,69,30%,1,0.372,0.582,0.045,5.6M,56.6%,$0B,$0B
Below Threshold,1.5-3%,Peru,Very Friendly,$0,The Americas,12/1/2002,2.3%,,27187,,,11873,$54B,"$2,020",4.8%,$102,,0.026,9%,0.208,72,74,69,9%,1,0.333,0.617,0.051,26.7M,73.9%,$1B,$1B
Below Threshold,Below 1.5%,Puerto Rico,Very Friendly,"$18,752",The Americas,12/1/2002,1.4%,,,,,,$73B,"$18,973",,,,,18%,,78,82,74,43%,1,0.23,0.653,0.117,3.8M,94.3%,$2B,$1B
Below Threshold,Above 3%,Sint Maarten (Dutch part),Not Clustered,,The Americas,12/1/2002,,,,,,,,,,,,,,,,,,,1,,,,0.0M,100.0%,$0B,$0B
Below Threshold,1.5-3%,St. Kitts and Nevis,Friendly,"$9,376",The Americas,12/1/2002,1.7%,,198,,,,$0B,"$10,186",3.7%,$374,,0.012,21%,0.109,72,74,69,11%,1,,,,0.0M,32.4%,$0B,$0B
Below Threshold,1.5-3%,St. Lucia,Friendly,$0,The Americas,12/1/2002,1.8%,,326,,,,$1B,"$4,513",6.4%,$289,,0.015,15%,0.126,72,74,70,9%,1,0.308,0.619,0.073,0.2M,26.3%,$0B,$0B
Below Threshold,1.5-3%,St. Martin (French part),Not Clustered,,The Americas,12/1/2002,1.7%,,,,,,,,,,,,,,78,81,74,,1,,,,0.0M,,,
Below Threshold,1.5-3%,St. Vincent and the Grenadines,Friendly,$0,The Americas,12/1/2002,1.9%,,187,,,,$0B,"$4,278",3.9%,$168,,0.019,6%,0.116,71,73,68,9%,1,0.302,0.627,0.071,0.1M,45.9%,$0B,$0B
Below Threshold,1.5-3%,Suriname,Low,$0,The Americas,12/1/2002,2.2%,,2252,,,,$1B,"$2,246",7.1%,$161,,0.029,4%,0.222,69,72,65,23%,1,0.303,0.639,0.059,0.5M,66.6%,$0B,$0B
Below Threshold,1.5-3%,Trinidad and Tobago,Friendly,"$4,688",The Americas,12/1/2002,1.5%,,26890,,,12540,$9B,"$7,050",5.0%,$352,,0.025,22%,0.125,69,73,65,21%,1,0.238,0.694,0.068,1.3M,10.4%,$0B,$0B
Below Threshold,Above 3%,Turks and Caicos Islands,Not Clustered,,The Americas,12/1/2002,,,99,,,,,,,,,,,,,,,,1,,,,0.0M,86.0%,$0B,
Above Threshold,Below 1.5%,United States,Very Friendly,"$37,504",The Americas,12/1/2002,1.4%,,5650950,,,2255957,"$11,000B","$38,244",15.1%,"$5,578",,0.007,59%,0.047,77,80,74,49%,1,0.21,0.667,0.123,287.6M,79.4%,$104B,$82B
Below Threshold,1.5-3%,Uruguay,Friendly,$0,The Americas,12/1/2002,1.6%,,4620,,,2538,$14B,"$4,089",11.0%,$449,,0.014,11%,1.184,75,79,71,15%,1,0.243,0.624,0.133,3.3M,92.6%,$0B,$0B
Below Threshold,1.5-3%,Venezuela,Low,$0,The Americas,12/1/2002,2.3%,,193262,,,57515,$93B,"$3,667",5.7%,$207,,0.017,5%,0.366,73,76,70,26%,1,0.327,0.625,0.047,25.3M,88.4%,$0B,$2B
Below Threshold,1.5-3%,Algeria,Low,$0,Africa,12/1/2003,2.0%,,92533,25,,30698,$68B,"$2,056",3.6%,$74,,0.031,2%,0.081,70,71,68,4%,1,0.307,0.651,0.042,33.0M,62.3%,$0B,$0B
Below Threshold,Above 3%,Angola,Low,$0,Africa,12/1/2003,5.0%,,9065,119,,9004,$14B,$920,4.9%,$45,,0.125,0%,0.961,48,49,46,2%,1,0.477,0.498,0.025,15.4M,34.6%,$0B,$0B
Below Threshold,Above 3%,Benin,Low,$0,Africa,12/1/2003,4.1%,,2321,32,,2386,$4B,$464,4.6%,$21,,0.082,1%,,57,58,55,3%,1,0.449,0.522,0.028,7.7M,39.3%,$0B,$0B
Below Threshold,1.5-3%,Botswana,Friendly,$0,Africa,12/1/2003,2.6%,,4265,107,,1907,$8B,"$4,099",4.3%,$190,,0.051,3%,0.164,48,48,47,24%,1,0.367,0.602,0.031,1.8M,54.6%,$0B,$0B
Below Threshold,Above 3%,Burkina Faso,Low,$0,Africa,12/1/2003,4.5%,,1078,40,,,$4B,$332,5.5%,$19,,0.091,0%,,52,53,51,2%,1,0.466,0.508,0.026,12.7M,20.0%,$0B,$0B
Below Threshold,Above 3%,Burundi,Low,$0,Africa,12/1/2003,4.3%,,165,13,,,$1B,$108,7.2%,$6,,0.082,0%,0.182,49,50,48,1%,1,0.468,0.504,0.028,7.3M,8.9%,$0B,$0B
Below Threshold,Above 3%,Cameroon,Low,$0,Africa,12/1/2003,4.1%,,3795,45,,6766,$14B,$791,4.9%,$39,,0.084,1%,0.18,52,53,51,6%,1,0.447,0.52,0.033,17.2M,47.3%,$0B,$0B
Below Threshold,Above 3%,Central African Republic,Low,$0,Africa,12/1/2003,3.8%,,235,22,,,$1B,$298,4.4%,$13,,0.112,0%,0.18,45,46,43,1%,1,0.421,0.539,0.04,3.8M,37.9%,$0B,$0B
Below Threshold,Above 3%,Chad,Low,$0,Africa,12/1/2003,5.0%,,381,64,,,$3B,$294,5.8%,$17,,0.103,0%,0.18,47,48,46,1%,1,0.492,0.481,0.027,9.3M,21.7%,,
Below Threshold,Above 3%,Comoros,Low,$0,Africa,12/1/2003,3.9%,,99,,,,$0B,$569,3.6%,$21,,0.072,1%,0.118,59,60,57,0%,1,0.414,0.556,0.03,0.6M,27.9%,$0B,$0B
Below Threshold,Above 3%,Congo (Kinshasa),Low,$0,Africa,12/1/2003,4.7%,,1698,166,,18503,$9B,$175,5.1%,$6,,0.111,0%,,48,49,46,2%,1,0.464,0.508,0.028,51.0M,36.5%,,
Below Threshold,Above 3%,Congo (Brazzaville),Low,$0,Africa,12/1/2003,3.9%,,1085,37,,999,$3B,"$1,039",2.6%,$27,,0.07,1%,0.18,53,54,52,10%,1,0.421,0.544,0.036,3.4M,60.1%,$0B,$0B
Below Threshold,Above 3%,Cote d'Ivoire,Low,$0,Africa,12/1/2003,3.7%,,5460,62,,6578,$14B,$812,5.1%,$42,,0.094,1%,,47,47,46,8%,1,0.422,0.548,0.029,16.9M,45.5%,$0B,$1B
Below Threshold,1.5-3%,Djibouti,Low,$0,Africa,12/1/2003,2.9%,,407,,,,$1B,$824,6.2%,$50,,0.075,1%,0.113,58,59,56,3%,1,0.39,0.578,0.032,0.8M,76.7%,$0B,$0B
Below Threshold,1.5-3%,Egypt,Moderate,$0,Africa,12/1/2003,2.4%,,147963,37,,48971,$83B,"$1,194",5.6%,$56,,0.029,4%,0.135,70,72,67,8%,1,0.335,0.61,0.054,69.4M,42.9%,$5B,$1B
Below Threshold,Above 3%,Equatorial Guinea,Low,$0,Africa,12/1/2003,3.8%,,6018,,,,$2B,"$4,370",2.0%,$101,,0.092,1%,0.18,48,49,47,7%,1,0.415,0.551,0.034,0.6M,38.8%,,
Below Threshold,Above 3%,Eritrea,Low,$0,Africa,12/1/2003,4.0%,,726,,,804,$1B,$195,3.2%,$6,,0.051,,,58,60,55,,1,0.446,0.535,0.019,4.5M,18.3%,$0B,
Below Threshold,Above 3%,Ethiopia,Moderate,$0,Africa,12/1/2003,4.1%,,4947,46,,27648,$8B,$118,4.9%,$6,,0.079,0%,0.07,55,55,54,0%,1,0.465,0.504,0.031,72.0M,15.3%,$0B,$0B
Below Threshold,Above 3%,Gabon,Low,$0,Africa,12/1/2003,3.3%,,1335,,,1593,$6B,"$4,602",3.8%,$174,,0.053,3%,0.18,60,61,58,23%,1,0.399,0.543,0.057,1.3M,82.2%,$0B,$0B
Below Threshold,Above 3%,"Gambia, The",Low,$0,Africa,12/1/2003,4.5%,,315,,,,$0B,$361,4.2%,$15,,0.059,2%,0.293,56,57,55,11%,1,0.459,0.515,0.026,1.3M,50.6%,$0B,$0B
Below Threshold,Above 3%,Ghana,Friendly,$0,Africa,12/1/2003,3.4%,,7631,22,,8226,$8B,$376,4.8%,$18,,0.06,1%,,58,59,57,4%,1,0.407,0.561,0.032,20.3M,46.0%,$0B,$0B
Below Threshold,Above 3%,Guinea,Low,$0,Africa,12/1/2003,4.1%,,1342,40,,,$3B,$374,4.9%,$18,,0.092,1%,,52,52,52,1%,1,0.438,0.529,0.033,9.2M,32.1%,,$0B
Below Threshold,Above 3%,Guinea-Bissau,Low,$0,Africa,12/1/2003,4.1%,,194,,,,$0B,$342,5.8%,$20,,0.101,1%,,52,53,51,0%,1,0.431,0.539,0.03,1.4M,39.2%,$0B,$0B
Below Threshold,Above 3%,Kenya,Moderate,$0,Africa,12/1/2003,3.9%,,6755,60,,14769,$15B,$440,4.4%,$20,,0.065,3%,0.166,53,54,52,5%,1,0.432,0.541,0.028,33.9M,20.9%,$1B,$0B
Below Threshold,Above 3%,Lesotho,Moderate,$0,Africa,12/1/2003,3.0%,,,93,,,$1B,$510,7.1%,$36,,0.083,2%,0.16,44,44,44,7%,1,0.404,0.55,0.046,1.9M,21.1%,$0B,$0B
Below Threshold,Above 3%,Liberia,Low,$0,Africa,12/1/2003,4.1%,,532,,,,$0B,$131,3.4%,$5,,0.097,0%,0.171,54,54,53,2%,1,0.432,0.537,0.03,3.1M,45.4%,,
Below Threshold,1.5-3%,Libya,Low,$0,Africa,12/1/2003,2.3%,,49167,,,17441,$24B,"$4,437",4.1%,$194,,0.022,3%,0.07,73,75,71,2%,1,0.315,0.644,0.041,5.4M,76.7%,$0B,$1B
Below Threshold,Above 3%,Madagascar,Moderate,$0,Africa,12/1/2003,3.9%,,1701,67,,,$5B,$317,4.8%,$15,,0.061,0%,0.243,61,62,59,2%,1,0.452,0.518,0.029,17.2M,27.9%,$0B,$0B
Below Threshold,Above 3%,Malawi,Low,$0,Africa,12/1/2003,4.3%,,957,45,,,$2B,$198,6.3%,$13,,0.084,0%,0.489,47,47,47,1%,1,0.461,0.509,0.03,12.2M,14.9%,$0B,$0B
Below Threshold,Above 3%,Mali,Low,$0,Africa,12/1/2003,4.8%,,539,41,,,$4B,$389,6.2%,$24,,0.105,0%,,51,50,51,2%,1,0.462,0.506,0.032,11.2M,30.5%,$0B,$0B
Below Threshold,Above 3%,Mauritania,Low,$0,Africa,12/1/2003,3.7%,,1474,82,,,$2B,$527,5.4%,$23,,0.076,0%,0.21,61,62,59,12%,1,0.42,0.548,0.032,3.0M,51.6%,,
Below Threshold,1.5-3%,Mauritius,Very Friendly,$0,Africa,12/1/2003,1.6%,,3146,,,,$6B,"$4,588",3.9%,$188,,0.014,12%,0.21,73,76,69,38%,1,0.249,0.687,0.064,1.2M,42.0%,$1B,$0B
Below Threshold,1.5-3%,Morocco,Friendly,$0,Africa,12/1/2003,2.1%,,37561,36,,11018,$50B,"$1,684",5.3%,$88,,0.038,3%,0.126,69,70,67,25%,1,0.32,0.631,0.049,29.6M,54.3%,$4B,$1B
Below Threshold,Above 3%,Mozambique,Moderate,$0,Africa,12/1/2003,4.5%,,1918,153,,8063,$5B,$235,6.4%,$15,,0.099,0%,0.247,48,49,46,2%,1,0.444,0.525,0.032,19.9M,29.6%,$0B,$0B
Below Threshold,Above 3%,Namibia,Friendly,$0,Africa,12/1/2003,3.0%,,1874,85,,1076,$5B,"$2,489",6.5%,$162,,0.049,3%,0.147,54,56,52,11%,1,0.401,0.565,0.033,2.0M,34.7%,$0B,$0B
